,index,Repo,commit_message,time,churn,insertions,deletions,files_changed
8327,27740,csc216-002-P3-040,b'More testing in ToDoList.removeTaskList()',1480643275,1,6,8,1
8328,27741,csc216-002-P3-040,b'Continued testing for ToDoList.removeTaskList',1480642957,1,0,5,1
8329,27742,csc216-002-P3-040,b'Working to fix order after removing from ToDoList',1480642800,1,0,5,1
8330,27743,csc216-002-P3-040,b'Changed for loop to while loop for ToDoList.removeTaskList()',1480642630,1,1,6,1
8331,27744,csc216-002-P3-040,b'Still working on NPE in ToDoList.removeTaskList()',1480642330,1,3,2,1
8332,27745,csc216-002-P3-040,b'Fixing NPE in ToDoList.removeTaskList()',1480642209,1,1,0,1
8333,27746,csc216-002-P3-040,b'Looking to figure out NPE in ToDoList.removeTaskList()',1480642101,1,2,3,1
8334,27747,csc216-002-P3-040,b'Continued to implement the GUI classes',1480641887,5,36,74,5
8335,27748,csc216-002-P3-040,b'Still testing Observable pattern',1480627659,2,17,17,2
8336,27749,csc216-002-P3-040,b'More testing of Observable pattern.',1480627063,2,2,4,2
8337,27750,csc216-002-P3-040,b'Continued to work on Observable pattern.',1480626882,1,1,2,1
8338,27751,csc216-002-P3-040,b'Continued to work on Observable pattern.',1480626713,2,1,3,2
8339,27752,csc216-002-P3-040,b'More implementing of Observable patter in ToDoList\n',1480626244,1,1,1,1
8340,27753,csc216-002-P3-040,b'Continued work of Observer patter in ToDoList',1480625798,1,0,2,1
8341,27754,csc216-002-P3-040,b'Continued troubleshooting ToDoList.update()',1480625658,2,17,16,2
8342,27755,csc216-002-P3-040,b'More testing with ToDoList.update()',1480625405,2,14,16,2
8343,27756,csc216-002-P3-040,b'Fixed JUnit PMD error in ToDoList',1480625243,1,0,1,1
8344,27757,csc216-002-P3-040,b'Added coverage to ToDoList()',1480625111,2,1,16,2
8345,27758,csc216-002-P3-040,b'Still implementing ToDoList.update()',1480624605,1,1,9,1
8346,27759,csc216-002-P3-040,b'Testing implementation of ToDoList.update()',1480624346,1,3,5,1
8347,27760,csc216-002-P3-040,b'TaskList.update() change',1480623921,1,2,1,1
8348,27761,csc216-002-P3-040,b'Attempt to implement TaskList.update()',1480623775,1,13,4,1
8349,27762,csc216-002-P3-040,b'Another attempt at implementing CategoryList.update()',1480623645,1,4,8,1
8350,27763,csc216-002-P3-040,b'Added coverage to TaskList',1480620663,1,10,10,1
8351,27764,csc216-002-P3-040,b'Further edited ToDoList.update()',1480620536,2,13,13,2
8352,27765,csc216-002-P3-040,b'Notified Observers if a new Category is added in TaskList',1480620037,1,0,11,1
8353,27766,csc216-002-P3-040,b'Added coverage to TaskList',1480619545,1,1,4,1
8354,27767,csc216-002-P3-040,b'Implemented TaskList.update()',1480619236,1,1,3,1
8355,27768,csc216-002-P3-040,b'Notified Observers of the removed TaskList',1480618837,1,1,2,1
8356,27769,csc216-002-P3-040,b'Added coverage to ToDoList',1480618557,1,0,18,1
8357,27770,csc216-002-P3-040,b'Implemented ToDoList.update()',1480618163,1,3,4,1
8358,27771,csc216-002-P3-040,b'Still testing ToDoList.removeTaskList()',1480617805,1,1,4,1
8359,27772,csc216-002-P3-040,b'notifiedObservers in ToDoList.removeTaskList()',1480615053,1,0,2,1
8360,27773,csc216-002-P3-040,b'Continued to troubleshoot ToDoList.removeTaskList()',1480614578,1,8,2,1
8361,27774,csc216-002-P3-040,b'ToDoList.removeTask() troubleshooting',1480614368,1,1,1,1
8362,27775,csc216-002-P3-040,b'Still looking for error in ToDoList.removeTasks()',1480614239,1,16,6,1
8363,27776,csc216-002-P3-040,b'Added new way of removing TaskLists in ToDoList',1480613717,1,6,16,1
8364,27777,csc216-002-P3-040,b'Testing for error in ToDoList.removeTaskList()',1480613114,1,7,5,1
8365,27778,csc216-002-P3-040,b'More work in ToDoList.removeTaskList()',1480612767,1,1,10,1
8366,27779,csc216-002-P3-040,b'More editing of ToDoList.removeTaskList()',1480604039,1,1,1,1
8367,27780,csc216-002-P3-040,b'Modified for loop in ToDoList.removeTaskList()',1480603650,1,1,1,1
8368,27781,csc216-002-P3-040,b'Started to implement GUI classes. Need to finish TaskEditPane',1480603186,3,235,176,3
8369,27782,csc216-002-P3-040,b'Fixed Find Bugs error',1480557922,1,2,2,1
8370,27783,csc216-002-P3-040,b'Fixed more checkstyle errors',1480557785,8,14,213,8
8371,27784,csc216-002-P3-040,b'Fixed 2 CS errors',1480554346,1,0,2,1
8372,27785,csc216-002-P3-040,b'Fixed 2 Checkstyle errors',1480554287,1,6,2,1
8373,27786,csc216-002-P3-040,b'Switched order in while loop for sorting TaskList',1480552788,1,1,1,1
8374,27787,csc216-002-P3-040,b'Possibly final changes to TaskList.addTask()',1480552654,1,1,1,1
8375,27788,csc216-002-P3-040,b'Another attempt at sorting TaskList',1480552434,1,1,11,1
8376,27789,csc216-002-P3-040,b'More work on ToDoList.removeTaskList()',1480551505,1,2,0,1
8377,27790,csc216-002-P3-040,b'Updated ToDoList.removeTaskList()',1480551364,1,6,3,1
8378,27791,csc216-002-P3-040,b'More work on ToDoList.removeTaskList()',1480551217,1,1,2,1
8379,27792,csc216-002-P3-040,b'Continued to implement ToDoList.removeTaskLists()',1480550793,1,0,4,1
8380,27793,csc216-002-P3-040,b'Added IOOBE to ToDoList.removeTaskList()',1480550518,1,1,1,1
8381,27794,csc216-002-P3-040,b'Further implemented ToDoList.getTaskList() and ToDoList.addTaskList()',1480550353,1,1,2,1
8382,27795,csc216-002-P3-040,b'Commented out added code in TaskList.addTask() to work out later',1480543490,1,12,12,1
8383,27796,csc216-002-P3-040,b'More work in TaskList.addTask()',1480543188,1,1,1,1
8384,27797,csc216-002-P3-040,b'Fixed problem with size in TaskList.addTask()',1480542964,1,1,0,1
8385,27798,csc216-002-P3-040,b'More work in TaskList.addTask()',1480542859,1,5,11,1
8386,27799,csc216-002-P3-040,b'Still working on TaskList.addTask()',1480542417,1,2,2,1
8387,27800,csc216-002-P3-040,b'Continued to implement TaskList.addTask()',1480542225,1,2,2,1
8388,27801,csc216-002-P3-040,b'Modified TaskList.addTask() to arrange Task objects by due date',1480542063,2,9,7,2
8389,27802,csc216-002-P3-040,b'Modified TaskList.removeTask()',1480541236,1,6,8,1
8390,27803,csc216-002-P3-040,b'Modified the implementation of TaskList.indexOf()',1480541006,2,1,20,2
8391,27804,csc216-002-P3-040,b'Edited the ID in TaskList.addTask()',1480540410,2,2,2,2
8392,27805,csc216-002-P3-040,b'Continued testing for TaskList.addTask()',1480540231,1,5,13,1
8393,27806,csc216-002-P3-040,b'Continued to implement and test TaskList.addTask()',1480539853,2,2,3,2
8394,27807,csc216-002-P3-040,b'Working to fix TaskList.addTask()',1480538923,2,5,1,2
8395,27808,csc216-002-P3-040,b'Added coverage to CategoryList',1480538155,2,5,19,2
8396,27809,csc216-002-P3-040,b'Working on removeCategory()',1480537529,1,2,3,1
8397,27810,csc216-002-P3-040,b'Modified CategoryList.removeCategoryAt() to return a value',1480537330,2,4,5,2
8398,27811,csc216-002-P3-040,b'Reordered the contents of CategoryList.get2DArray()',1480537133,1,3,3,1
8399,27812,csc216-002-P3-040,b'Modified CategoryList.add() for the ID',1480536969,2,3,3,2
8400,27813,csc216-002-P3-040,b'Edited removeCategory',1480536788,1,5,15,1
8401,27814,csc216-002-P3-040,"b'Revert Modified the equals method in Category""\n\nThis reverts commit c3b4927bf0278819eb66fdb10d4a7c5179039eb0.\n'""""'Revert ""Modified the equals method in Category""\n\nThis reverts commit c3b4927bf0278819eb66fdb10d4a7c51790""""Revert ""Modified the equals method in Category""\n\nThis reverts commit c3b4927bf0278819eb66fdb10d4""""evert ""Modified the equals method in Category""\n\nThis reverts commit c3b4927bf0278819eb66""""vert ""Modified the equals method in Category""\n\nThis reverts commit c3b4927bf02788""""ert ""Modified the equals method in Category""\n\nThis reverts commit c3b4927bf""""rt ""Modified the equals method in Category""\n\nThis reverts commit c3b49""""t ""Modified the equals method in Category""\n\nThis reverts commit c3"""" ""Modified the equals method in Category""\n\nThis reverts commit """"""Modified the equals method in Category""\n\nThis reverts commit""""Modified the equals method in Category""\n\nThis reverts commit""""odified the equals meth""",1480535663,5,11,11,5
8402,27815,csc216-002-P3-040,"b'Revert More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b722e4652214454ab8cb289e395cdbe7.\n'""""'Revert ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b722e4652214454ab8cb289e395""""Revert ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b722e4652214454ab8c""""evert ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b722e4652214""""vert ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b722e4""""ert ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d898b""""rt ""More testing on equals method in Category.""\n\nThis reverts commit 0e69d""""t ""More testing on equals method in Category.""\n\nThis reverts commit 0e"""" ""More testing on equals method in Category.""\n\nThis reverts commit """"""More testing on equals method in Category.""\n\nThis reverts commit""""More testing on equals method in Category.""\n\nThis reverts commit""""ore testing on equals m""",1480535655,1,1,6,1
8403,27816,csc216-002-P3-040,b'More testing on equals method in Category.',1480535439,1,6,1,1
8404,27817,csc216-002-P3-040,b'Modified the equals method in Category',1480535231,5,11,11,5
8405,27818,csc216-002-P3-040,b'Still working to fix indexOf issue in CategoryList',1480530738,1,1,1,1
8406,27819,csc216-002-P3-040,b'Edited Category.equals()',1480526380,1,11,9,1
8407,27820,csc216-002-P3-040,b'Added coverage to TaskList\n',1480519873,1,2,2,1
8408,27821,csc216-002-P3-040,b'Added IOOBE when removing from TaskList',1480519715,1,1,1,1
8409,27822,csc216-002-P3-040,b'Added coverage to TaskList',1480518738,1,0,29,1
8410,27823,csc216-002-P3-040,b'Modified remove methods in TaskList',1480500500,1,3,17,1
8411,27824,csc216-002-P3-040,b'Begin to implement Observer pattern in TaskList',1480499782,1,0,9,1
8412,27825,csc216-002-P3-040,b'Implemented and tested LinkedList.indexOf()',1480499019,2,2,34,2
8413,27826,csc216-002-P3-040,b'Modified the value returned by LinkedList.remove()',1480498491,2,3,4,2
8414,27827,csc216-002-P3-040,b'More modifications to LinkedList.remove()',1480498163,1,1,1,1
8415,27828,csc216-002-P3-040,b'Modified LinkedList.remove() to return the value of the Node',1480498055,1,1,1,1
8416,27829,csc216-002-P3-040,b'Added check for invalid index in LinkedList.get()',1480497807,1,1,5,1
8417,27830,csc216-002-P3-040,b'Added check for invalid index in LinkedList.remove()',1480497525,1,1,3,1
8418,27831,csc216-002-P3-040,b'Testing to find NPE in LinkedList',1480497397,1,1,5,1
8419,27832,csc216-002-P3-040,b'Fixed remove and add methods in LinkedList',1480496474,2,21,18,2
8420,27833,csc216-002-P3-040,"b'Revert Changed equals method in Category""\n\nThis reverts commit db8e99059609fd2e98f6ad9e0fe3f12702f3b072.\n'""""'Revert ""Changed equals method in Category""\n\nThis reverts commit db8e99059609fd2e98f6ad9e0fe3f12702f""""Revert ""Changed equals method in Category""\n\nThis reverts commit db8e99059609fd2e98f6ad9e0fe""""evert ""Changed equals method in Category""\n\nThis reverts commit db8e99059609fd2e98f6""""vert ""Changed equals method in Category""\n\nThis reverts commit db8e99059609fd""""ert ""Changed equals method in Category""\n\nThis reverts commit db8e99059""""rt ""Changed equals method in Category""\n\nThis reverts commit db8e9""""t ""Changed equals method in Category""\n\nThis reverts commit db"""" ""Changed equals method in Category""\n\nThis reverts commit """"""Changed equals method in Category""\n\nThis reverts commit""""Changed equals method in Category""\n\nThis reverts commit""""hanged equals method in""",1480494291,5,36,29,5
8421,27834,csc216-002-P3-040,b'Changed equals method in Category',1480494176,5,29,36,5
8422,27835,csc216-002-P3-040,"b'Revert Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac666f2dac138e1c5a592aff72c78a05cd6.\n'""""'Revert ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac666f2dac138e1c5a592aff72c78a""""Revert ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac666f2dac138e1c5a592a""""evert ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac666f2dac138e1""""vert ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac666f2da""""ert ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421fac66""""rt ""Changed Category ID to include ""C""""\n\nThis reverts commit 3421f""""t ""Changed Category ID to include ""C""""\n\nThis reverts commit 34"""" ""Changed Category ID to include ""C""""\n\nThis reverts commit """"""Changed Category ID to include ""C""""\n\nThis reverts commit""""Changed Category ID to include ""C""""\n\nThis reverts commit""""hanged Category ID to incl""",1480492218,3,7,7,3
8423,27836,csc216-002-P3-040,"b'Changed Category ID to include C""'""""'Ch""",1480492054,3,7,7,3
8424,27837,csc216-002-P3-040,b'Checking for capacity in ArrayList.add(int Object)',1480491718,1,0,1,1
8425,27838,csc216-002-P3-040,b'More modifications to ArrayList.add(int Object) for adding at 0',1480491480,1,1,1,1
8426,27839,csc216-002-P3-040,b'Fixed problem with wrong size after adding at a specific index.',1480491353,1,1,3,1
8427,27840,csc216-002-P3-040,b'More work on ArrayList.add(int Object)',1480491237,1,4,1,1
8428,27841,csc216-002-P3-040,b'Continued to look for problem in ArrayList',1480491097,1,10,9,1
8429,27842,csc216-002-P3-040,b'Testing for AIOOBE in ArrayList',1480490543,1,0,3,1
8430,27843,csc216-002-P3-040,b'Added coverage to ArrayList',1480490214,1,0,32,1
8431,27844,csc216-002-P3-040,b'Checking add method for adding when the list is full.',1480489878,1,0,20,1
8432,27845,csc216-002-P3-040,b'Modified toString() to return the name of the Category',1480488840,2,2,2,2
8433,27846,csc216-002-P3-040,b'Fixed order of Category parameters.',1480488648,3,15,15,3
8434,27847,csc216-002-P3-040,b'Added coverage to CategoryList',1480488163,3,0,13,3
8435,27848,csc216-002-P3-040,b'Started to implement Observer pattern in Category Task & CategoryList',1480487790,3,4,33,3
8436,27849,csc216-002-P3-040,b'Added check for an empty list in LinkedList.indexOf()',1480384041,1,1,6,1
8437,27850,csc216-002-P3-040,b'Added IAE when adding duplicates in LinkedList',1480383443,1,1,10,1
8438,27851,csc216-002-P3-040,b'Fixing NPE in add methods in LinkedList',1480383223,1,1,5,1
8439,27852,csc216-002-P3-040,b'Added NPE for add(int Object)',1480381905,1,0,3,1
8440,27853,csc216-002-P3-040,b'Fixed IOOBE for removing and adding at size or greater',1480381743,1,7,6,1
8441,27854,csc216-002-P3-040,b'Attempting to fix error in ArrayList with the size',1480380701,1,2,2,1
8442,27855,csc216-002-P3-040,b'Fixed error in addCategory()',1480380146,1,1,0,1
8443,27856,csc216-002-P3-040,b'Fixed more errors in ArrayList',1480379912,1,4,12,1
8444,27857,csc216-002-P3-040,b'Fixed errors in ArrayList',1480379476,1,0,22,1
8445,27858,csc216-002-P3-040,b'Tested CategoryList',1480377805,3,9,94,3
8446,27859,csc216-002-P3-040,b'Implemented and tested TaskList',1480363231,3,17,149,3
8447,27860,csc216-002-P3-040,b'Fixed PMD JUnit errors in ToDoListTest',1480360554,1,4,1,1
8448,27861,csc216-002-P3-040,b'Implemented and tested ToDoList.',1480360328,6,19,132,6
8449,27862,csc216-002-P3-040,b'Implemented and tested most of LinkedList.',1480354390,2,36,164,2
8450,27863,csc216-002-P3-040,b'Javadoc',1480303434,4,3,3,4
8451,27864,csc216-002-P3-040,b'Implemented 2D array in CategoryList',1480301665,1,5,12,1
8452,27865,csc216-002-P3-040,b'Implementing CategoryList',1480301167,1,9,38,1
8453,27866,csc216-002-P3-040,b'Implemented and tested Task.',1480209481,2,45,228,2
8454,27867,csc216-002-P3-040,b'Implemented and tested Category.',1480206667,3,16,187,3
8455,27868,csc216-002-P3-040,b'Implemented and tested ArrayList',1480095519,2,20,155,2
8456,27869,csc216-002-P3-040,b'Added Javadoc comments to the todolist and util packages.',1480091838,3,4,216,3
8457,27870,csc216-002-P3-040,b'Added Javadoc comments to all classes in the model package.',1480014134,5,9,395,5
8458,27871,csc216-002-P3-040,b'Created JUnit test classes. ',1479874636,8,0,100,8
8459,27872,csc216-002-P3-040,b'Extended Observable for Category and Task',1479874287,2,2,5,2
8460,27873,csc216-002-P3-040,b'Trying to fix errors with missing methods. ',1479874054,6,4,13,6
8461,27874,csc216-002-P3-040,b'Continued to work on the skeleton for the GUI.',1479856032,6,2,270,6
8462,27875,csc216-002-P3-040,b'Began creating the skeleton for all classes.',1479703735,6,4,481,6
8463,27876,csc216-002-P3-040,b'Created all classes and added all code provided by teaching staff.',1479655031,32,0,2254,32
8464,27878,csc216-002-P3-041,b'Javadoc and BBTP',1480715081,4,3,4,4
8465,27879,csc216-002-P3-041,b'Add and edit now working for tasks but fields not displayed in correct\norder. Category still not saving edits',1480706350,2,18,38,2
8466,27880,csc216-002-P3-041,b'Lost track of changes. Still fighting with getting add functionality to\nnot throw null pointer exceptions',1480658272,1,1,7,1
8467,27881,csc216-002-P3-041,b'JSpinners now enabling',1480654968,1,48,31,1
8468,27882,csc216-002-P3-041,b'TaskEditPane update now properly adds categories properly',1480653908,1,10,9,1
8469,27883,csc216-002-P3-041,b'TaskEditPane all field editors activate except for JSpinners',1480653084,1,3,29,1
8470,27884,csc216-002-P3-041,b'Fixed TaskListPane to show all values (pair programming)',1480653001,3,169,216,3
8471,27885,csc216-002-P3-041,b'Still working on UI classes',1480650975,3,127,131,3
8472,27886,csc216-002-P3-041,b'Add GUI functionalities',1480647411,2,10,27,2
8473,27887,csc216-002-P3-041,b'Working on UI classes',1480642892,4,521,665,4
8474,27888,csc216-002-P3-041,b'Checkstyle Findbugs and PMD updates',1480621511,1,5,5,1
8475,27889,csc216-002-P3-041,b'No real changes. avoiding conflicts (Pair Programmin)',1480620877,1,1,1,1
8476,27890,csc216-002-P3-041,b'ToDoList.addTaskList() adjusted to return index',1480620557,3,17,34,3
8477,27891,csc216-002-P3-041,b'One final javadoc fix',1480556894,1,1,1,1
8478,27892,csc216-002-P3-041,b'Finished adding javadoc to all model classes',1480556707,8,60,163,8
8479,27893,csc216-002-P3-041,b'Fixing issue with Out of Bounds in ToDoList',1480555569,2,1,7,2
8480,27894,csc216-002-P3-041,"b'Fixed"" comparing in TaskList'""""'""Fixed"" comparing in TaskLis""""""Fixed"" comparing in TaskLi""""Fixed"" comparing in TaskLi""""ixed"" comparing in T""""xed"" comparing """"ed"" compari""""d"" compa"""""" comp"""" comp""",1480555086,1,1,1,1
8481,27895,csc216-002-P3-041,b'Working on failing tests ',1480552183,1,1,2,1
8482,27896,csc216-002-P3-041,b'Still working ',1480551957,1,16,13,1
8483,27897,csc216-002-P3-041,b'Still working on change',1480551441,3,9,11,3
8484,27898,csc216-002-P3-041,b'fixing update method ',1480551028,3,4,11,3
8485,27899,csc216-002-P3-041,b'No breakthrough still fixing update ',1480544177,4,19,18,4
8486,27900,csc216-002-P3-041,b'Still working on update() ',1480542402,3,12,18,3
8487,27901,csc216-002-P3-041,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""",1480542236,7,34,72,7
8488,27902,csc216-002-P3-041,b'Possible breakthrough in life right now (pair programming)',1480541710,2,2,2,2
8489,27903,csc216-002-P3-041,b'Fixing update methods (pair programming)',1480541381,1,2,2,1
8490,27904,csc216-002-P3-041,b'Fixed more errors with update (pair programming) ',1480540978,6,30,68,6
8491,27905,csc216-002-P3-041,b'Checkstyle updates in TaskEditPane',1480542225,1,9,117,1
8492,27906,csc216-002-P3-041,"bMichael told me I couldn't push...also updated taskCat filling""""""""Michael told me I couldn't push...also updated taskCat filling""""Michael told me I couldn't push...also updated taskCat filling""",1480540916,1,4,4,1
8493,27907,csc216-002-P3-041,b'PMD fix and taskCat filled',1480540870,1,0,3,1
8494,27908,csc216-002-P3-041,b'fillFields clearFields and getFields implemented. Probably not\ncorrectly',1480540282,1,3,11,1
8495,27909,csc216-002-P3-041,b'Fixed some errors in util (pair programmin)',1480539696,6,174,202,6
8496,27910,csc216-002-P3-041,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""",1480539611,12,112,578,12
8497,27911,csc216-002-P3-041,b'Getting more branch coverage (pair programming)',1480537834,6,49,49,6
8498,27912,csc216-002-P3-041,b'(Hopefull) finished javadoc for all non-ui classes (pair programming)',1480536240,11,68,534,11
8499,27913,csc216-002-P3-041,b'GUI can now run.',1480539598,3,33,29,3
8500,27914,csc216-002-P3-041,b'UI implementation. still missing 4 methods in TaskEditPane',1480535229,3,164,300,3
8501,27915,csc216-002-P3-041,b'Finished testing toDoList (pair programming)',1480529983,3,18,116,3
8502,27916,csc216-002-P3-041,b'Finished tests for CategoryList and TaskList',1480465738,8,322,597,8
8503,27917,csc216-002-P3-041,b'Implemented TodoList and CategoryList ',1480283261,4,27,149,4
8504,27918,csc216-002-P3-041,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""",1480024946,1,2,13,1
8505,27919,csc216-002-P3-041,b'Task constructor test written',1479746075,1,2,13,1
8506,27920,csc216-002-P3-041,b'Begun testing TaskList functionality',1480024910,4,2,61,4
8507,27921,csc216-002-P3-041,b'TaskList fully implemented',1479610060,4,190,338,4
8508,27922,csc216-002-P3-041,b'TaskTest created. hashCode and getTitle tests written.',1479580372,2,1,181,2
8509,27923,csc216-002-P3-041,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""",1479579172,2,170,287,2
8510,27924,csc216-002-P3-041,b'Fully Tested ArrayList with 100% line coverage (pair programming)',1479446037,2,170,287,2
8511,27925,csc216-002-P3-041,b'Category fully implemented with all tests passing at 100% coverage.',1479579152,2,8,191,2
8512,27926,csc216-002-P3-041,b'LinkedList fully Implemented and passing all tests at 100% coverage.',1479445347,3,147,205,3
8513,27927,csc216-002-P3-041,b'Util Tests created LinkedList implementation almost complete',1479442510,3,14,440,3
8514,27928,csc216-002-P3-041,b'Added a test class to see if we yellowball (pair programming)',1479435124,2,0,23,2
8515,27929,csc216-002-P3-041,b'Extended Observer in Task (pair programming)',1479434964,1,1,2,1
8516,27930,csc216-002-P3-041,b'Method naming and super extension fixes.',1479434763,2,4,5,2
8517,27931,csc216-002-P3-041,b'Java.util import fix has been fixed\n',1479433990,2,11,10,2
8518,27932,csc216-002-P3-041,b'java.util import fix in List.java',1479433853,1,7,8,1
8519,27933,csc216-002-P3-041,"bFixed import in ToDoList back to java's util ArrayList""""""""Fixed import in ToDoList back to java's util ArrayList""""Fixed import in ToDoList back to java's util ArrayList""",1479428480,2,4,1,2
8520,27934,csc216-002-P3-041,b'Fixed Capitalization errors in ToDoList',1479319630,2,173,173,2
8521,27935,csc216-002-P3-041,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-041.git""",1479314554,2,3,2,2
8522,27936,csc216-002-P3-041,"bTrying to fix issue with util's arraylist and linkedlist import (pair\nprogramming)""""""""Trying to fix issue with util's arraylist and linkedlist import (pair\nprogramming)""""Trying to fix issue with util's arraylist and linkedlist import (pair\nprogramming)""",1479314358,1,2,0,1
8523,27937,csc216-002-P3-041,b'Fixed compiler error in TaskTab (pair programming)',1479314005,1,1,2,1
8524,27938,csc216-002-P3-041,b'TodoList name fixed',1479314530,2,173,173,2
8525,27939,csc216-002-P3-041,b'TaskEditPane Extends fixed',1479313768,1,2,2,1
8526,27940,csc216-002-P3-041,b'ArrrayLIst import localized.',1479313162,1,1,1,1
8527,27941,csc216-002-P3-041,b'Initial skeleton push for partner to view (not fully compiling yet)',1479312861,26,0,3153,26
8528,27943,csc216-002-P3-042,b'Added BBTP',1480729434,1,0,0,1
8529,27944,csc216-002-P3-042,b'fixed checkstyle',1480729107,1,7,7,1
8530,27945,csc216-002-P3-042,b'Think i finished this',1480728471,2,107,217,2
8531,27946,csc216-002-P3-042,b'Not even completely sure what i changed but hey. ',1480720246,3,2,4,3
8532,27947,csc216-002-P3-042,b'got rid of the border in the init class supposedly dont need',1480717640,1,3,0,1
8533,27948,csc216-002-P3-042,b'fixed the constructor i think (w/noparam)',1480717420,1,4,1,1
8534,27949,csc216-002-P3-042,b'Fixed 2 setters for the dates in the editpane and removed a pmd in list',1480717001,2,3,4,2
8535,27950,csc216-002-P3-042,b'Still at 7 methods screwing up. im sorry father for i have sinned',1480713115,1,3,27,1
8536,27951,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480663906,8,48,85,8
8537,27952,csc216-002-P3-042,"bUpdate now called the setChanged() method in addition to ToDoList's\nsetChanged(boolean) method""""""""Update now called the setChanged() method in addition to ToDoList's\nsetChanged(boolean) method""""Update now called the setChanged() method in addition to ToDoList's\nsetChanged(boolean) method""",1480636981,1,0,2,1
8538,27953,csc216-002-P3-042,b'Fixed CategoryList.removeCategory to use ID instead of name',1480636794,2,8,7,2
8539,27954,csc216-002-P3-042,b'Fixed Category.toString() method and having CategoryList and TaskList\nnotify observers of their changes',1480636222,4,10,14,4
8540,27955,csc216-002-P3-042,b'Fixed other tests from refactoring',1480635941,2,11,11,2
8541,27956,csc216-002-P3-042,b'Refactoring for the fact that my Category constructor was faulty...',1480635697,4,24,26,4
8542,27957,csc216-002-P3-042,b'ToDoList now notifies observers of itself?',1480634815,1,0,2,1
8543,27958,csc216-002-P3-042,b'ToDoList will now be considered changed whenever it calls update',1480634669,1,0,2,1
8544,27959,csc216-002-P3-042,b'Initialized ToDoList as not changed refitting my test cases',1480634520,1,2,0,1
8545,27960,csc216-002-P3-042,b'Improving the consistency of the Changed variable in ToDoList',1480634359,1,1,5,1
8546,27961,csc216-002-P3-042,b'I mean IndexOutOfBoundsException...',1480634122,1,4,2,1
8547,27962,csc216-002-P3-042,b'Solving issue of ToDoList not throwing IllegalArgumentExceptions when\ngetting list > numLists',1480633883,1,0,3,1
8548,27963,csc216-002-P3-042,b'Adding Observer pattern to ToDoList methods',1480633656,1,0,8,1
8549,27964,csc216-002-P3-042,b'Adding Observer pattern to constructors of observables',1480633481,4,0,8,4
8550,27965,csc216-002-P3-042,b'Fixing simple observer errors in CategoryList class',1480633219,1,1,8,1
8551,27966,csc216-002-P3-042,b'Got it to 7 methods not done in taskeditpane',1480663887,1,7,27,1
8552,27967,csc216-002-P3-042,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-042.git""",1480633125,1,2,2,1
